sid,nct_id,inclusion_exclusion,criteria_sentences,classification_result,caption,cui,term,negated,uncertain,temporal_constraint,measurement_constraint,dose_constraint
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Other,C3542948,limited,TRUE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Other,C0017164;C2237939,gastroenterostomy,FALSE,FALSE,NA,NA,NA
31,NCT00699192,Exclusion,any condition ; not identified in the protocol ; that ; in the opinion of the investigator or the novartis monitor ; placed the patient at higher risk from his / her participation in the study ; or was likely to prevent the patient from complying with the requirement of the study or completing the trial period .,Drug Exposure,Condition,C1550043,identified,TRUE,FALSE,NA,NA,NA
31,NCT00699192,Exclusion,any condition ; not identified in the protocol ; that ; in the opinion of the investigator or the novartis monitor ; placed the patient at higher risk from his / her participation in the study ; or was likely to prevent the patient from complying with the requirement of the study or completing the trial period .,Drug Exposure,Drug,C1310652,novartis,FALSE,FALSE,NA,NA,NA
31,NCT00699192,Exclusion,any condition ; not identified in the protocol ; that ; in the opinion of the investigator or the novartis monitor ; placed the patient at higher risk from his / her participation in the study ; or was likely to prevent the patient from complying with the requirement of the study or completing the trial period .,Drug Exposure,Drug,C0309872,prevent,FALSE,FALSE,NA,NA,NA
31,NCT00699192,Exclusion,any condition ; not identified in the protocol ; that ; in the opinion of the investigator or the novartis monitor ; placed the patient at higher risk from his / her participation in the study ; or was likely to prevent the patient from complying with the requirement of the study or completing the trial period .,Drug Exposure,Other,C0728873;C0030695,monitor,FALSE,FALSE,NA,NA,NA
32,NCT00699192,Exclusion,history of malignancy of any organ system ; treated or untreated ; within the past 5 years whether or not there was evidence of local recurrence or metastases ; with the exception of localized basal cell carcinoma of the skin .,Condition Occurrence,Condition,C0006826;C1306459,malignancy,FALSE,FALSE,lower 5 past years,NA,NA
32,NCT00699192,Exclusion,history of malignancy of any organ system ; treated or untreated ; within the past 5 years whether or not there was evidence of local recurrence or metastases ; with the exception of localized basal cell carcinoma of the skin .,Condition Occurrence,Condition,C2825055;C1458156,recurrence,FALSE,FALSE,NA,NA,NA
32,NCT00699192,Exclusion,history of malignancy of any organ system ; treated or untreated ; within the past 5 years whether or not there was evidence of local recurrence or metastases ; with the exception of localized basal cell carcinoma of the skin .,Condition Occurrence,Condition,C0027627;C2939419,metastases,FALSE,FALSE,NA,NA,NA
32,NCT00699192,Exclusion,history of malignancy of any organ system ; treated or untreated ; within the past 5 years whether or not there was evidence of local recurrence or metastases ; with the exception of localized basal cell carcinoma of the skin .,Condition Occurrence,Condition,C0007117,basal cell carcinoma of the skin,TRUE,FALSE,NA,NA,NA
33,NCT00699192,Exclusion,any chronic inflammatory condition needing chronic anti-inflammatory therapy .,Other,Other,C1547296;C1555457,chronic,FALSE,FALSE,NA,NA,NA
33,NCT00699192,Exclusion,any chronic inflammatory condition needing chronic anti-inflammatory therapy .,Other,Other,C1547296;C1555457,chronic,FALSE,FALSE,NA,NA,NA
34,NCT00699192,Exclusion,history of drug or alcohol abuse within the last 2 years .,Condition Occurrence,Condition,C0085762,alcohol abuse,FALSE,FALSE,lower 2 last years,NA,NA
34,NCT00699192,Exclusion,history of drug or alcohol abuse within the last 2 years .,Condition Occurrence,Other,C0013227;C1254351;C0740721,drug,FALSE,FALSE,lower 2 last years,NA,NA
35,NCT00699192,Exclusion,use of investigational drugs at the time of enrollment ; or within 30 days prior to visit 1 ( week 8 ) .,Drug Exposure,Condition,C2024467,time,FALSE,FALSE,NA,NA,NA
35,NCT00699192,Exclusion,use of investigational drugs at the time of enrollment ; or within 30 days prior to visit 1 ( week 8 ) .,Drug Exposure,Drug,C0013230,investigational drugs,FALSE,FALSE,NA,NA,NA
35,NCT00699192,Exclusion,use of investigational drugs at the time of enrollment ; or within 30 days prior to visit 1 ( week 8 ) .,Drug Exposure,Other,C1696073;C1516879,enrollment,FALSE,FALSE,lower 30 days; equal 8 week,NA,NA
36,NCT00699192,Exclusion,inability to communicate and comply with all study requirements including the unwillingness or inability to provide informed consent .,Condition Occurrence,Condition,C1845266,inability to communicate,FALSE,FALSE,NA,NA,NA
37,NCT00699192,Exclusion,persons directly involved in the execution of this protocol .,Person,Person,C0027361,persons,FALSE,FALSE,NA,NA,NA
38,NCT00699192,Exclusion,history of non-compliance to medical regimens ; or patients unwilling to comply with the study protocol .,Other,Condition,C0376405,non-compliance,FALSE,FALSE,NA,NA,NA
38,NCT00699192,Exclusion,history of non-compliance to medical regimens ; or patients unwilling to comply with the study protocol .,Other,Other,C1561579;C1561578,medical,FALSE,FALSE,NA,NA,NA
38,NCT00699192,Exclusion,history of non-compliance to medical regimens ; or patients unwilling to comply with the study protocol .,Other,Other,C2945654,regimens,FALSE,FALSE,NA,NA,NA
38,NCT00699192,Exclusion,history of non-compliance to medical regimens ; or patients unwilling to comply with the study protocol .,Other,Other,C2348563;C1507394,study protocol,FALSE,FALSE,NA,NA,NA
39,NCT00699192,Exclusion,any severe disease ; life-threatening disease within the past five years,Condition Occurrence,Condition,C2826244;C3537125,life-threatening,FALSE,FALSE,NA,NA,NA
39,NCT00699192,Exclusion,any severe disease ; life-threatening disease within the past five years,Condition Occurrence,Other,C1547231;C1547227;C1561581,severe,FALSE,FALSE,NA,NA,NA
2,NCT00699192,Inclusion,male or female at least 65 years of age .,Person,Person,C0086287,female,FALSE,FALSE,greater_equal 65 years,NA,NA
3,NCT00699192,Inclusion,diagnosed as having hypertension :,Observation,Observation,C0020538;C1963138,hypertension,FALSE,FALSE,NA,NA,NA
1,NCT00705575,Inclusion,outpatients > = 18 years of age .,Person,Person,C0001779,age,FALSE,FALSE,greater_equal 18 years,NA,NA
2,NCT00705575,Inclusion,patients with a diagnosis of stage ii hypertension ; defined as mean sitting systolic blood pressure ( mssbp ) > = 160 mmhg and < 180 mmhg at visit 2 .,Observation,Condition,C1319893,sitting systolic blood pressure,FALSE,FALSE,NA,greater_equal 160 mmhg; lower 180 mmhg,NA
2,NCT00705575,Inclusion,patients with a diagnosis of stage ii hypertension ; defined as mean sitting systolic blood pressure ( mssbp ) > = 160 mmhg and < 180 mmhg at visit 2 .,Observation,Observation,C0020538;C1963138,hypertension,FALSE,FALSE,NA,NA,NA
2,NCT00705575,Inclusion,patients with a diagnosis of stage ii hypertension ; defined as mean sitting systolic blood pressure ( mssbp ) > = 160 mmhg and < 180 mmhg at visit 2 .,Observation,Other,C0441767,stage ii,FALSE,FALSE,NA,NA,NA
2,NCT00705575,Inclusion,patients with a diagnosis of stage ii hypertension ; defined as mean sitting systolic blood pressure ( mssbp ) > = 160 mmhg and < 180 mmhg at visit 2 .,Observation,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
3,NCT00705575,Exclusion,severe hypertension defined as mssbp > = 180 mmhg or mean sitting diastolic blood pressure ( msdbp ) > = 110 mmhg .,Observation,Condition,C1319894,sitting diastolic blood pressure,FALSE,FALSE,NA,greater_equal 110 mmhg,NA
3,NCT00705575,Exclusion,severe hypertension defined as mssbp > = 180 mmhg or mean sitting diastolic blood pressure ( msdbp ) > = 110 mmhg .,Observation,Observation,C0020538;C1963138,hypertension,FALSE,FALSE,NA,NA,NA
3,NCT00705575,Exclusion,severe hypertension defined as mssbp > = 180 mmhg or mean sitting diastolic blood pressure ( msdbp ) > = 110 mmhg .,Observation,Other,C1547231;C1547227;C1561581,severe,FALSE,FALSE,NA,NA,NA
3,NCT00705575,Exclusion,severe hypertension defined as mssbp > = 180 mmhg or mean sitting diastolic blood pressure ( msdbp ) > = 110 mmhg .,Observation,Other,C3539106,defined,FALSE,FALSE,NA,greater_equal 180 mmhg,NA
4,NCT00705575,Exclusion,secondary form of hypertension .,Observation,Observation,C0020538;C1963138,hypertension,FALSE,FALSE,NA,NA,NA
5,NCT00705575,Exclusion,current diagnosis of heart failure ( new york heart association [ nyha ] class ii- .,Condition Occurrence,Condition,C0018801;C0018802,heart failure,FALSE,FALSE,NA,NA,NA
5,NCT00705575,Exclusion,current diagnosis of heart failure ( new york heart association [ nyha ] class ii- .,Condition Occurrence,Condition,C0018787;C0153500;C0153957;C0795691;C1281570,heart,FALSE,FALSE,NA,NA,NA
5,NCT00705575,Exclusion,current diagnosis of heart failure ( new york heart association [ nyha ] class ii- .,Condition Occurrence,Condition,C1882083,nyha class,FALSE,FALSE,NA,NA,NA
6,NCT00705575,Exclusion,current angina pectoris requiring pharmacological therapy ( other than stable doses of oral nitrates or topical nitrates ) .,Drug Exposure,Condition,C0002962;C0577698;C0235467;C0542052;C0010073;C0541777;C0235462,angina pectoris,FALSE,FALSE,NA,NA,NA
6,NCT00705575,Exclusion,current angina pectoris requiring pharmacological therapy ( other than stable doses of oral nitrates or topical nitrates ) .,Drug Exposure,Drug,C1272919,oral,TRUE,FALSE,NA,NA,NA
6,NCT00705575,Exclusion,current angina pectoris requiring pharmacological therapy ( other than stable doses of oral nitrates or topical nitrates ) .,Drug Exposure,Drug,C0028125,nitrates,TRUE,FALSE,NA,NA,NA
6,NCT00705575,Exclusion,current angina pectoris requiring pharmacological therapy ( other than stable doses of oral nitrates or topical nitrates ) .,Drug Exposure,Drug,C1710439,topical,FALSE,FALSE,NA,NA,NA
6,NCT00705575,Exclusion,current angina pectoris requiring pharmacological therapy ( other than stable doses of oral nitrates or topical nitrates ) .,Drug Exposure,Drug,C0028125,nitrates,FALSE,FALSE,NA,NA,NA
6,NCT00705575,Exclusion,current angina pectoris requiring pharmacological therapy ( other than stable doses of oral nitrates or topical nitrates ) .,Drug Exposure,Other,C1547311,stable,TRUE,FALSE,NA,NA,NA
